Tech implementation started at 2025-03-08 08:18:10
Processing xycraft_machines (Category: high-tech)
gold_gear - Tech Level: 320
gold_plate - Tech Level: 320
gold_ring - Tech Level: 320
gold_rod - Tech Level: 320
gravichestplate - Tech Level: 200
gray_fluid_pipe - Tech Level: 200
gray_item_pipe - Tech Level: 200
gray_me_wire - Tech Level: 200
green_fluid_pipe - Tech Level: 200
green_item_pipe - Tech Level: 200
green_me_wire - Tech Level: 200
guidebook - Tech Level: 200
he_mox_block - Tech Level: 260
he_mox_fuel_rod_depleted - Tech Level: 200
he_mox_fuel_rod_double - Tech Level: 200
he_mox_fuel_rod_quad - Tech Level: 200
he_mox_fuel_rod - Tech Level: 200
he_mox_rod - Tech Level: 200
he_uranium_block - Tech Level: 260
he_uranium_fuel_rod_depleted - Tech Level: 200
he_uranium_fuel_rod_double - Tech Level: 200
he_uranium_fuel_rod_quad - Tech Level: 200
he_uranium_fuel_rod - Tech Level: 200
he_uranium_rod - Tech Level: 200
heat_exchanger - Tech Level: 200
heatproof_machine_casing - Tech Level: 320
heavy_fuel_bucket - Tech Level: 200
heavy_water_bucket - Tech Level: 200
heavy_water_steam_bucket - Tech Level: 200
helium_3_bucket - Tech Level: 200
helium_bucket - Tech Level: 200
helium_plasma_bucket - Tech Level: 200
high_pressure_advanced_large_steam_boiler - Tech Level: 380
high_pressure_heavy_water_bucket - Tech Level: 200
high_pressure_heavy_water_steam_bucket - Tech Level: 200
high_pressure_large_steam_boiler - Tech Level: 200
high_pressure_steam_bucket - Tech Level: 200
high_pressure_water_bucket - Tech Level: 200
highly_advanced_fluid_input_hatch - Tech Level: 380
highly_advanced_fluid_output_hatch - Tech Level: 380
highly_advanced_item_input_hatch - Tech Level: 380
highly_advanced_item_output_hatch - Tech Level: 380
highly_advanced_machine_casing - Tech Level: 380
highly_advanced_machine_hull - Tech Level: 380
highly_advanced_upgrade - Tech Level: 380
hv_diesel_generator - Tech Level: 200
hv_energy_input_hatch - Tech Level: 200
hv_energy_output_hatch - Tech Level: 200
hv_ev_transformer - Tech Level: 200
hv_mv_transformer - Tech Level: 200
hv_steam_turbine - Tech Level: 200
hv_storage_unit - Tech Level: 200
hydrochloric_acid_bucket - Tech Level: 200
hydrogen_bucket - Tech Level: 200
implosion_compressor - Tech Level: 200
inductor - Tech Level: 200
invar_block - Tech Level: 260
invar_bolt - Tech Level: 200
invar_gear - Tech Level: 200
invar_large_plate - Tech Level: 200
invar_plate - Tech Level: 200
invar_ring - Tech Level: 200
invar_rod - Tech Level: 200
invar_rotary_blade - Tech Level: 200
iridium_block - Tech Level: 260
iridium_curved_plate - Tech Level: 200
iridium_machine_casing_pipe - Tech Level: 320
iridium_plate - Tech Level: 200
iron_barrel - Tech Level: 260
iron_bolt - Tech Level: 260
iron_gear - Tech Level: 260
iron_hammer - Tech Level: 260
iron_large_plate - Tech Level: 260
iron_plate - Tech Level: 260
iron_ring - Tech Level: 260
iron_rod - Tech Level: 260
iron_tank - Tech Level: 260
item_pipe - Tech Level: 200
kanthal_block - Tech Level: 260
kanthal_cable - Tech Level: 200
kanthal_coil - Tech Level: 200
kanthal_plate - Tech Level: 200
kanthal_wire - Tech Level: 200
large_advanced_motor - Tech Level: 380
large_advanced_pump - Tech Level: 380
large_diesel_generator - Tech Level: 200
large_heat_exchanger - Tech Level: 200
large_motor - Tech Level: 200
large_pump - Tech Level: 200
large_steam_boiler - Tech Level: 200
large_steam_turbine - Tech Level: 200
large_tank_hatch - Tech Level: 200
large_tank - Tech Level: 200
le_mox_block - Tech Level: 260
le_mox_fuel_rod_depleted - Tech Level: 200
le_mox_fuel_rod_double - Tech Level: 200
le_mox_fuel_rod_quad - Tech Level: 200
le_mox_fuel_rod - Tech Level: 200
le_mox_rod - Tech Level: 200
le_uranium_block - Tech Level: 260
le_uranium_fuel_rod_depleted - Tech Level: 200
le_uranium_fuel_rod_double - Tech Level: 200
le_uranium_fuel_rod_quad - Tech Level: 200
le_uranium_fuel_rod - Tech Level: 200
le_uranium_rod - Tech Level: 200
lead_block - Tech Level: 260
lead_plate - Tech Level: 200
light_blue_fluid_pipe - Tech Level: 200
light_blue_item_pipe - Tech Level: 200
light_blue_me_wire - Tech Level: 200
light_gray_fluid_pipe - Tech Level: 200
light_gray_item_pipe - Tech Level: 200
light_gray_me_wire - Tech Level: 200
lignite_coal_block - Tech Level: 260
lignite_coal - Tech Level: 200
lime_fluid_pipe - Tech Level: 200
lime_item_pipe - Tech Level: 200
lime_me_wire - Tech Level: 200
liquid_air_bucket - Tech Level: 200
lubricant_bucket - Tech Level: 200
lv_diesel_generator - Tech Level: 200
lv_energy_input_hatch - Tech Level: 200
lv_energy_output_hatch - Tech Level: 200
lv_mv_transformer - Tech Level: 200
lv_steam_turbine - Tech Level: 200
lv_storage_unit - Tech Level: 200
magenta_fluid_pipe - Tech Level: 200
magenta_item_pipe - Tech Level: 200
magenta_me_wire - Tech Level: 200
manganese_sulfuric_solution_bucket - Tech Level: 200
me_wire - Tech Level: 200
methane_bucket - Tech Level: 200
mixed_plate_nuclear - Tech Level: 200
monazite_block - Tech Level: 260
motor - Tech Level: 200
mv_diesel_generator - Tech Level: 200
mv_energy_input_hatch - Tech Level: 200
mv_energy_output_hatch - Tech Level: 200
mv_hv_transformer - Tech Level: 200
mv_lv_transformer - Tech Level: 200
mv_steam_turbine - Tech Level: 200
mv_storage_unit - Tech Level: 200
naphtha_bucket - Tech Level: 200
neodymium_block - Tech Level: 260
netherite_hammer - Tech Level: 440
nickel_block - Tech Level: 260
nickel_plate - Tech Level: 200
nitrogen_bucket - Tech Level: 200
nuclear_alloy_large_plate - Tech Level: 200
nuclear_alloy_machine_casing_pipe - Tech Level: 320
nuclear_alloy_plate - Tech Level: 200
nuclear_casing - Tech Level: 200
nuclear_fluid_hatch - Tech Level: 200
nuclear_item_hatch - Tech Level: 200
nuclear_reactor - Tech Level: 200
nuke - Tech Level: 200
nylon_bucket - Tech Level: 200
oil_drilling_rig - Tech Level: 200
op_amp - Tech Level: 200
orange_fluid_pipe - Tech Level: 200
orange_item_pipe - Tech Level: 200
orange_me_wire - Tech Level: 200
overdrive_module - Tech Level: 200
oxygen_bucket - Tech Level: 200
packer_block_template - Tech Level: 260
pink_fluid_pipe - Tech Level: 200
pink_item_pipe - Tech Level: 200
pink_me_wire - Tech Level: 200
piston - Tech Level: 200
plant_oil_bucket - Tech Level: 200
plasma_handling_iridium_machine_casing - Tech Level: 320
plasma_turbine - Tech Level: 200
platinum_block - Tech Level: 260
platinum_cable - Tech Level: 260
platinum_fine_wire - Tech Level: 260
platinum_plate - Tech Level: 260
platinum_sulfuric_solution_bucket - Tech Level: 260
platinum_wire - Tech Level: 260
plutonium_battery - Tech Level: 200
plutonium_block - Tech Level: 260
polarizer - Tech Level: 200
polyethylene_bucket - Tech Level: 200
polyvinyl_chloride_bucket - Tech Level: 200
portable_storage_unit - Tech Level: 200
pressurizer - Tech Level: 200
processing_unit_board - Tech Level: 200
processing_unit - Tech Level: 200
propene_bucket - Tech Level: 200
pump - Tech Level: 200
purified_platinum_sulfuric_solution_bucket - Tech Level: 260
purple_fluid_pipe - Tech Level: 200
purple_item_pipe - Tech Level: 200
purple_me_wire - Tech Level: 200
quantum_barrel - Tech Level: 500
quantum_boots - Tech Level: 500
quantum_chestplate - Tech Level: 500
quantum_circuit_board - Tech Level: 500
quantum_circuit - Tech Level: 500
quantum_helmet - Tech Level: 500
quantum_leggings - Tech Level: 500
quantum_machine_casing - Tech Level: 500
quantum_machine_hull - Tech Level: 500
quantum_sword - Tech Level: 500
quantum_tank - Tech Level: 500
quantum_upgrade - Tech Level: 500
qubit - Tech Level: 200
random_access_memory - Tech Level: 200
red_fluid_pipe - Tech Level: 200
red_item_pipe - Tech Level: 200
red_me_wire - Tech Level: 200
redstone_battery - Tech Level: 320
redstone_control_module - Tech Level: 320
replicator - Tech Level: 200
resistor - Tech Level: 200
robot_arm - Tech Level: 200
rubber_boots - Tech Level: 200
rubber_helmet - Tech Level: 200
rubber_sheet - Tech Level: 200
salt_block - Tech Level: 260
shale_oil_bucket - Tech Level: 200
silicon_battery - Tech Level: 200
silicon_block - Tech Level: 260
silicon_n_doped_plate - Tech Level: 200
silicon_p_doped_plate - Tech Level: 200
silicon_plate - Tech Level: 200
silicon_wafer - Tech Level: 200
silver_block - Tech Level: 320
silver_cable - Tech Level: 320
silver_plate - Tech Level: 320
silver_wire - Tech Level: 320
singularity - Tech Level: 200
small_heat_exchanger - Tech Level: 200
sodium_battery - Tech Level: 200
sodium_block - Tech Level: 260
sodium_hydroxide_bucket - Tech Level: 200
soldering_alloy_block - Tech Level: 260
soldering_alloy_bucket - Tech Level: 200
solid_titanium_machine_casing - Tech Level: 320
stainless_steel_barrel - Tech Level: 260
stainless_steel_blade - Tech Level: 260
stainless_steel_block - Tech Level: 260
stainless_steel_bolt - Tech Level: 260
stainless_steel_curved_plate - Tech Level: 260
stainless_steel_drill_head - Tech Level: 260
stainless_steel_drill - Tech Level: 260
stainless_steel_gear - Tech Level: 260
stainless_steel_large_plate - Tech Level: 260
stainless_steel_machine_casing_pipe - Tech Level: 320
stainless_steel_plate - Tech Level: 260
stainless_steel_ring - Tech Level: 260
stainless_steel_rod_magnetic - Tech Level: 260
stainless_steel_rod - Tech Level: 260
stainless_steel_rotor - Tech Level: 260
stainless_steel_tank - Tech Level: 260
steam_blast_furnace - Tech Level: 200
steam_bucket - Tech Level: 200
steam_cracked_heavy_fuel_bucket - Tech Level: 200
steam_cracked_naphtha_bucket - Tech Level: 200
steam_mining_drill - Tech Level: 200
steam_quarry - Tech Level: 200
steel_barrel - Tech Level: 260
steel_block - Tech Level: 260
steel_boiler - Tech Level: 260
steel_bolt - Tech Level: 260
steel_compressor - Tech Level: 260
steel_curved_plate - Tech Level: 260
steel_cutting_machine - Tech Level: 320
steel_drill_head - Tech Level: 260
steel_drill - Tech Level: 260
steel_fluid_input_hatch - Tech Level: 260
steel_fluid_output_hatch - Tech Level: 260
steel_furnace - Tech Level: 260
steel_gear - Tech Level: 260
steel_hammer - Tech Level: 260
steel_item_input_hatch - Tech Level: 260
steel_item_output_hatch - Tech Level: 260
steel_large_plate - Tech Level: 260
steel_macerator - Tech Level: 260
steel_machine_casing_pipe - Tech Level: 320
steel_machine_casing - Tech Level: 320
steel_mixer - Tech Level: 260
steel_packer - Tech Level: 260
steel_plate - Tech Level: 260
steel_ring - Tech Level: 260
steel_rod_magnetic - Tech Level: 260
steel_rod - Tech Level: 260
steel_tank - Tech Level: 260
steel_unpacker - Tech Level: 260
steel_upgrade - Tech Level: 260
steel_water_pump - Tech Level: 260
steel_wiremill - Tech Level: 260
styrene_bucket - Tech Level: 200
styrene_butadiene_bucket - Tech Level: 200
styrene_butadiene_rubber_bucket - Tech Level: 200
sugar_solution_bucket - Tech Level: 200
sulfur_block - Tech Level: 260
sulfuric_acid_bucket - Tech Level: 200
sulfuric_crude_oil_bucket - Tech Level: 200
sulfuric_heavy_fuel_bucket - Tech Level: 200
sulfuric_naphtha_bucket - Tech Level: 200
superconductor_cable - Tech Level: 200
superconductor_coil - Tech Level: 200
superconductor_energy_input_hatch - Tech Level: 200
superconductor_energy_output_hatch - Tech Level: 200
superconductor_ev_transformer - Tech Level: 200
superconductor_plate - Tech Level: 200
superconductor_storage_unit - Tech Level: 200
superconductor_wire - Tech Level: 200
synthetic_oil_bucket - Tech Level: 200
synthetic_rubber_bucket - Tech Level: 200
tin_blade - Tech Level: 260
tin_block - Tech Level: 260
tin_bolt - Tech Level: 260
tin_cable - Tech Level: 260
tin_curved_plate - Tech Level: 260
tin_gear - Tech Level: 260
tin_plate - Tech Level: 260
tin_ring - Tech Level: 260
tin_rod - Tech Level: 260
tin_rotor - Tech Level: 260
tin_wire - Tech Level: 260
titanium_barrel - Tech Level: 200
titanium_blade - Tech Level: 200
titanium_block - Tech Level: 260
titanium_bolt - Tech Level: 200
titanium_curved_plate - Tech Level: 200
titanium_drill_head - Tech Level: 200
titanium_drill - Tech Level: 200
titanium_gear - Tech Level: 200
titanium_large_plate - Tech Level: 200
titanium_machine_casing_pipe - Tech Level: 320
titanium_plate - Tech Level: 200
titanium_ring - Tech Level: 200
titanium_rod - Tech Level: 200
titanium_rotor - Tech Level: 200
titanium_tank - Tech Level: 200
toluene_bucket - Tech Level: 200
transistor - Tech Level: 200
trash_can - Tech Level: 200
tritium_bucket - Tech Level: 200
tungsten_block - Tech Level: 260
tungsten_large_plate - Tech Level: 200
tungsten_plate - Tech Level: 200
turbo_fluid_input_hatch - Tech Level: 200
turbo_fluid_output_hatch - Tech Level: 200
turbo_item_input_hatch - Tech Level: 200
turbo_item_output_hatch - Tech Level: 200
turbo_machine_casing - Tech Level: 320
turbo_machine_hull - Tech Level: 320
turbo_upgrade - Tech Level: 200
ultradense_metal_ball - Tech Level: 200
uranium_235_block - Tech Level: 260
uranium_238_block - Tech Level: 260
uranium_block - Tech Level: 260
uranium_fuel_rod_depleted - Tech Level: 200
uranium_fuel_rod_double - Tech Level: 200
uranium_fuel_rod_quad - Tech Level: 200
uranium_fuel_rod - Tech Level: 200
uranium_rod - Tech Level: 200
uu_matter_bucket - Tech Level: 200
vacuum_freezer - Tech Level: 200
vinyl_chloride_bucket - Tech Level: 200
wax - Tech Level: 200
white_fluid_pipe - Tech Level: 200
white_item_pipe - Tech Level: 200
white_me_wire - Tech Level: 200
wrench - Tech Level: 200
yellow_fluid_pipe - Tech Level: 200
yellow_item_pipe - Tech Level: 200
yellow_me_wire - Tech Level: 200
yttrium_block - Tech Level: 260
Processing itemcollectors (Category: low-mid-tech)
advanced_collector - Tech Level: 140
basic_collector - Tech Level: 50
advanced_collector - Tech Level: 140
basic_collector - Tech Level: 50
Processing integratedterminals (Category: low-mid-tech)
part_terminal_crafting_job - Tech Level: 80
part_terminal_storage - Tech Level: 50
part_terminal_crafting_job - Tech Level: 80
part_terminal_storage - Tech Level: 50
terminal_storage_portable - Tech Level: 50
Processing immeng (Category: high-tech)
connector_me_relay - Tech Level: 200
connector_me - Tech Level: 200
connector_me_relay - Tech Level: 200
connector_me - Tech Level: 200
wirecoil_me_dense - Tech Level: 200
wirecoil_me - Tech Level: 200
Processing elevatorid (Category: mid-tech)
elevator_black - Tech Level: 100
elevator_blue - Tech Level: 100
elevator_brown - Tech Level: 100
elevator_cyan - Tech Level: 100
elevator_gray - Tech Level: 100
elevator_green - Tech Level: 100
elevator_lime - Tech Level: 100
elevator_magenta - Tech Level: 100
elevator_orange - Tech Level: 100
elevator_pink - Tech Level: 100
elevator_purple - Tech Level: 100
elevator_red - Tech Level: 100
elevator_white - Tech Level: 100
elevator_yellow - Tech Level: 100
elevator_black - Tech Level: 100
elevator_blue - Tech Level: 100
elevator_brown - Tech Level: 100
elevator_cyan - Tech Level: 100
elevator_gray - Tech Level: 100
elevator_green - Tech Level: 100
elevator_lime - Tech Level: 100
elevator_magenta - Tech Level: 100
elevator_orange - Tech Level: 100
elevator_pink - Tech Level: 100
elevator_purple - Tech Level: 100
elevator_red - Tech Level: 100
elevator_white - Tech Level: 100
elevator_yellow - Tech Level: 100
Processing storagedelight (Category: mid-tech)
Processing productivelib (Category: mid-high-tech)
upgrade_adult - Tech Level: 150
upgrade_anti_teleport - Tech Level: 150
upgrade_base - Tech Level: 150
upgrade_block - Tech Level: 200
upgrade_child - Tech Level: 150
upgrade_entity_filter - Tech Level: 150
upgrade_gene_sampler - Tech Level: 150
upgrade_productivity_2 - Tech Level: 150
upgrade_productivity_3 - Tech Level: 150
upgrade_productivity_4 - Tech Level: 150
upgrade_productivity - Tech Level: 150
upgrade_range - Tech Level: 150
upgrade_simulator - Tech Level: 150
upgrade_time_2 - Tech Level: 150
upgrade_time - Tech Level: 150
Processing enderstorage (Category: mid-high-tech)
ender_chest - Tech Level: 150
ender_tank - Tech Level: 150
ender_chest - Tech Level: 150
ender_pouch - Tech Level: 150
ender_tank - Tech Level: 150
Processing sophisticatedcore (Category: mid-tech)
xp_bucket - Tech Level: 100
Processing extendedae (Category: high-tech)
assembler_matrix_crafter - Tech Level: 200
assembler_matrix_pattern - Tech Level: 200
assembler_matrix_speed - Tech Level: 200
caner - Tech Level: 200
circuit_cutter - Tech Level: 200
entro_block - Tech Level: 260
entro_budding_fully - Tech Level: 200
entro_budding_half - Tech Level: 200
entro_budding_hardly - Tech Level: 200
entro_budding_mostly - Tech Level: 200
entro_cluster_large - Tech Level: 200
entro_cluster_medium - Tech Level: 200
entro_cluster_small - Tech Level: 200
entro_cluster - Tech Level: 200
ex_charger - Tech Level: 200
ex_drive - Tech Level: 200
ex_inscriber - Tech Level: 200
ex_interface - Tech Level: 200
ex_io_port - Tech Level: 200
ex_molecular_assembler - Tech Level: 200
ex_pattern_provider - Tech Level: 200
ingredient_buffer - Tech Level: 200
machine_frame - Tech Level: 320
mddyue - Tech Level: 200
oversize_interface - Tech Level: 200
